Chrom,Strand,Internal ID,Feature class Level 1,Gene Class level 2,Husinga 2004 Gene Class,Systematic ID,Common Name,SGD_Start,SGD_End,SGD_Left,SGD_Right,SGD_Length,Experiment_ID,Experiment_Start,Experiment_End,Experiment_Left,Experiment_Right,Experiment_Length,NFR/NDR_Start,NFR/NDR_End,NFR/NDR_Left,NFR/NDR_Right,"NFR/NDR_Dyad-to-Dyad_Length (""9999"" denotes imputed dyad location)",NFR/NDR_Midpoint,Sector_Start,Sector_End,Sector_Left,Sector_Right,Reference Binding Event for Promoter,REF,REF_Coor,REF_type,REF_strand,STM_YPD,SAGA_HS,TF,Cofactor,Bound TF motif,"Consolidated TF
(motif or CX that overlaps Cofactor peak)","Sua7 count
(11743)","Ssl2 count
(11747)","Tfg1 count
(12099)","Tfa1 count
(12101)","Toa1 count
(17053)","Kin28 count
(17983)","Taf2 count
(11846)",PlusOne_Dyad,PlusOne_ID,Median Occupancy,Median Variance,MinusOne_Dyad,MinusOne_ID,Median Occupancy,Median Variance,"MinusOne
Stability (from Kubik Mol Cell 215 (https://doi.org/1.116/j.molcel.215.1.2))",Head_assoc,Distance,ClosestID,ClosestID_rankorder,ClosestID_coor,ClosestID_Strand,Head_Assoc_Type,ClosestID_orientation,Tail_assoc,Distance,ClosestID,ClosestID_rankorder,ClosestID_coor,ClosestID_Strand,Tail_Assoc_Type,ClosestID_orientation,TATA_type,TATA left,TATA right,"Fragile vs Stable ""-1"" nucleosomes from Kubik Mol Cell 2015 (https://doi.org/10.1016/j.molcel.2015.10.002)",GO (Gene Ontology) description
chr13,+,30818,03_TFO,03b_COF,TFIID-dominated,YML102W,CAC2,68294,69700,68294,69700,1406,ST2436,68264,69753,68264,69753,1489,67974,68329,67974,68329,355,68152,67974,69853,67974,69853,Reb1_CX_chr13_68168_68169,Reb1,68168,CX,.,.,.,Reb1_CX_chr13_68168_68169,.,.,,596,351,387,323,398,256,280,68329,nuc_chr13-68329,143.0553462,32.87897978,67974,nuc_chr13-67974,98.0590219,23.88192743,fragile,X_H,326,H_snR85,120060,67938,-,H,Divergent,T_X,405,H_YML101C,20054,70158,-,H,Divergent,TATA_like,68248,68256,fragile,"CAC2_Subunit of chromatin assembly factor I (CAF-1), with Rlf2p and Msi1p_YML102W_S0004570"
chr13,+,30819,03_TFO,03b_COF,TFIID-dominated,YMR203W,TOM40,668492,669655,668492,669655,1163,ST2644,668433,669922,668433,669922,1489,668182,668516,668182,668516,334,668349,668182,670022,668182,670022,Abf1_CX_chr13_668334_668335,Abf1,668334,CX,.,.,.,Abf1_CX_chr13_668334_668335,.,.,,985,640,748,574,398,321,579,668516,nuc_chr13-668516,114.0950702,35.45437689,668182,nuc_chr13-668182,120.5649555,29.90520168,fragile,X_H,111,T_YMR202W,30285,668322,+,T,Tandem,T_X,1452,H_YMR204C,41360,671374,-,H,Divergent,TATA_like,668412,668420,fragile,TOM40_Component of the TOM (translocase of outer membrane) complex_YMR203W|ISP42|MOM38_S0004816
chr2,+,30820,03_TFO,03b_COF,TFIID-dominated,YBR110W,ALG1,458872,460221,458872,460221,1349,imputed,458802,460291,458802,460291,1489,458675,458851,458675,458851,176,458763,458675,460391,458675,460391,Abf1_NPB_chr2_458737_-,Abf1,458737,NPB,-,.,.,Abf1_NPB_chr2_458737_-,.,.,,370,288,317,286,234,210,261,458851,nuc_chr2-458851,112.725448,32.85561073,458675,nuc_chr2-458675,115.8478442,37.97977475,stable,X_H,376,H_YBR109C,30194,458426,-,H,Divergent,T_X,830,T_YBR111C,40334,461121,-,T,Divergent,TATA_like,458788,458796,stable,"ALG1_Mannosyltransferase_YBR110W|chitobiosyldiphosphodolichol beta-1,4 mannosyltransferase_S0000314"
chr4,-,30821,03_TFO,03b_COF,TFIID-dominated,YDR372C,VPS74,1222149,1221112,1221112,1222149,1037,ST4379,1222457,1220968,1220968,1222457,1489,1222718,1222389,1222389,1222718,329,1222554,1222718,1220868,1220868,1222718,Abf1_NPB_chr4_1222568_-,Abf1,1222568,NPB,-,.,.,Abf1_NPB_chr4_1222568_-,.,.,,1620,1085,1165,1016,559,516,518,1222389,nuc_chr4-1222389,148.3245618,39.41079739,1222718,nuc_chr4-1222718,135.7133891,37.73084389,fragile,H_H,227,H_YDR373W,30189,1222684,+,H,Divergent,T_X,1620,H_YDR371W,41511,1219348,+,H,Divergent,TATA_like,1222476,1222484,fragile,VPS74_Golgi phosphatidylinositol-4-kinase effector and PtdIns4P sensor_YDR372C|API1|MNN3_S0002780
chr8,+,30822,03_TFO,03a_TF,TFIID-dominated,YHR001W,OSH7,106055,107368,106055,107368,1313,ST1411,106006,107503,106006,107503,1497,105798,106060,105798,106060,262,105929,105798,107603,105798,107603,Fkh1_11009_Motif_1_chr8_105963_105963_-,Fkh1,105963,Motif,-,.,.,Fkh1_CX_chr8_105960_105961,.,Fkh1_11009_Motif_1_chr8_105963_105963_-,,528,410,358,349,231,271,277,106060,nuc_chr8-106060,113.577992,41.43280385,105798,nuc_chr8-105798,89.49173334,27.42635989,stable,X_H,303,H_CEN8,170016,105703,-,H,Divergent,T_X,255,H_YHR001W-A,30174,107758,+,H,Tandem,TATA_like,105943,105951,stable,"OSH7_Oxysterol-binding protein_YHR001W|oxysterol-binding protein related protein OSH7_{Homologous Gene Pair = YKR003W, OSH6, 0.72}_S0001043"
chr1,-,30823,03_TFO,03a_TF,TFIID-dominated,YAR018C,KIN3,171703,170396,170396,171703,1307,ST3676,171728,170231,170231,171728,1497,171957,171690,171690,171957,267,171824,171957,170131,170131,171957,Mcm1_12441_Motif_1_chr1_171833_171833_+,Mcm1,171833,Motif,+,.,.,Mcm1_CX_chr1_171833_171834,.,Mcm1_12441_Motif_1_chr1_171833_171833_+,,397,320,320,263,225,237,261,171690,nuc_chr1-171690,168.5931699,32.68489306,171957,nuc_chr1-171957,203.1472408,35.79348505,stable,X_H,435,T_YAR019C,42214,172163,-,T,Tandem,T_X,972,H_YAR015W,40951,169259,+,H,Divergent,TATA_like,171811,171819,stable,KIN3_Nonessential serine/threonine protein kinase_YAR018C|FUN52|NPK1|serine/threonine protein kinase KIN3_S0000071
chr12,-,30824,03_TFO,03a_TF,TFIID-dominated,YLR042C,,230451,229966,229966,230451,485,ST5893,231412,229915,229915,231412,1497,231573,230384,230384,231573,1189,230979,231573,229815,229815,231573,Fkh1_11009_Motif_1_chr12_231253_231253_+,Fkh1,231253,Motif,+,.,.,Fkh1_CX_chr12_231322_231323,Dig1_CX_chr12_230702_230703,Fkh1_11009_Motif_1_chr12_231253_231253_+,,471,3626,402,344,231,245,203,230384,nuc_chr12-230384,159.7514385,32.36891669,231573,nuc_chr12-231573,229.043706,32.33837916,fragile,X_H,103,T_YLR043C,20081,231515,-,T,Tandem,T_X,215,H_YLR040C,40564,229700,-,H,Tandem, , , ,fragile,YLR042C_Cell wall protein of unknown function_YLR042C_S0004032
chr12,-,30825,03_TFO,03a_TF,TFIID-dominated,YLR195C,NMT1,543304,541937,541937,543304,1367,ST5984,543347,541850,541850,543347,1497,543651,543301,543301,543651,350,543476,543651,541750,541750,543651,Cin5_17890_Motif_1_chr12_543510_543510_+,Cin5,543510,Motif,+,.,.,Cin5_CX_chr12_543512_543513,.,Cin5_17890_Motif_1_chr12_543510_543510_+,,492,342,376,352,214,176,245,543301,nuc_chr12-543301,112.1004739,38.33474492,543651,nuc_chr12-543651,94.75699263,42.37205795,stable,X_H,320,H_CUT740,90125,543667,-,H,Tandem,T_T,59,T_SUT270,100235,541791,+,T,Divergent,TATA_like,543393,543401,stable,NMT1_N-myristoyl transferase_YLR195C|CDC72|glycylpeptide N-tetradecanoyltransferase NMT1_S0004185
chr3,+,30826,03_TFO,03b_COF,TFIID-dominated,YCR094W,CDC50,286762,287937,286762,287937,1175,ST0352,286708,288205,286708,288205,1497,286430,286751,286430,286751,321,286591,286430,288305,286430,288305,Reb1_12467_Motif_1_chr3_286616_286616_-,Reb1,286616,Motif,-,.,.,Reb1_CX_chr3_286616_286617,.,Reb1_12467_Motif_1_chr3_286616_286616_-,,469,347,431,306,245,218,225,286751,nuc_chr3-286751,106.3442034,37.84058407,286430,nuc_chr3-286430,120.8041825,33.20971939,stable,X_H,183,T_YCR093W,31765,286525,+,T,Tandem,T_X,1100,H_YCR095C,30599,289305,-,H,Divergent,TATA_like,286662,286670,stable,"CDC50_Endosomal protein that interacts with phospholipid flippase Drs2p_YCR094W|aminophospholipid translocase regulatory protein CDC50_{Homologous Gene Pair = YNR048W, YNR048W, 0.56}_S0000690"
chr16,-,30827,03_TFO,03b_COF,TFIID-dominated,YPR045C,THP3,656552,655140,655140,656552,1412,ST7177,656602,655105,655105,656602,1497,656808,656541,656541,656808,267,656675,656808,655005,655005,656808,Abf1_15254_Motif_1_chr16_656688_656688_+,Abf1,656688,Motif,+,.,.,Abf1_CX_chr16_656688_656689,.,Abf1_15254_Motif_1_chr16_656688_656688_+,,616,468,500,459,301,313,322,656541,nuc_chr16-656541,117.5263704,36.50710943,656808,nuc_chr16-656808,156.5733439,28.26562129,stable,H_H,163,H_YPR046W,30153,656765,+,H,Divergent,T_T,115,T_YPR043W,10044,654990,+,T,Divergent,TATA_like,656658,656666,stable,THP3_Protein that may have a role in transcription elongation_YPR045C_S0006249
chr4,+,30828,03_TFO,03a_TF,TFIID-dominated,YDL066W,IDP1,334835,336121,334835,336121,1286,ST0452,334680,336185,334680,336185,1505,334364,334639,334364,334639,275,334502,334364,336285,334364,336285,Hap3_18494_Motif_1_chr4_334545_334545_-,Hap3,334545,Motif,-,.,.,Hap3_CX_chr4_334545_334546,.,Hap3_18494_Motif_1_chr4_334545_334545_-,,596,342,369,427,431,283,267,334639,nuc_chr4-334639,55.28594213,41.66848515,334364,nuc_chr4-334364,157.3753618,34.46990428,stable,X_H,67,H_YDL067C,40235,334613,-,H,Divergent,T_T,11,T_YDL065C,40820,336196,-,T,Divergent,TATA_like,334751,334759,stable,IDP1_Mitochondrial NADP-specific isocitrate dehydrogenase_YDL066W|isocitrate dehydrogenase (NADP(+)) IDP1_S0002224
chr7,-,30829,03_TFO,03a_TF,TFIID-dominated,YGL219C,MDM34,84257,82878,82878,84257,1379,ST4763,84303,82798,82798,84303,1505,84646,84230,84230,84646,416,84438,84646,82698,82698,84646,Tbf1_14155_Motif_1_chr7_84389_84389_+,Tbf1,84389,Motif,+,.,.,Tbf1_CX_chr7_84484_84485,Vid22_CX_chr7_84485_84486,Tbf1_14155_Motif_1_chr7_84389_84389_+,,410,221,255,251,223,203,254,84230,nuc_chr7-84230,98.46877328,31.11983623,84646,nuc_chr7-84646,150.4487142,30.11301127,fragile,H_H,323,H_YGL216W,31462,84626,+,H,Divergent,T_X,356,H_YGL220W,40082,82442,+,H,Divergent,TATA_like,84390,84398,fragile,MDM34_Mitochondrial component of the ERMES complex_YGL219C|ERMES complex subunit MDM34|MMM2_S0003187
chr8,-,30830,03_TFO,03a_TF,TFIID-dominated,YHR115C,DMA1,341359,340109,340109,341359,1250,ST5185,341522,340017,340017,341522,1505,341782,341479,341479,341782,303,341631,341782,339917,339917,341782,Abf1_15254_Motif_1_chr8_341630_341630_+,Abf1,341630,Motif,+,.,.,Abf1_CX_chr8_341630_341631,.,Abf1_15254_Motif_1_chr8_341630_341630_+,,718,468,498,505,262,283,479,341479,nuc_chr8-341479,81.3195111,46.2471866,341782,nuc_chr8-341782,156.6244283,35.94353948,stable,H_H,203,H_YHR116W,31459,341725,+,H,Divergent,T_X,2052,H_YHR114W,41806,337965,+,H,Divergent,TATA_like,341503,341511,stable,"DMA1_Ubiquitin-protein ligase (E3)_YHR115C|CHF1|ubiquitin-conjugating protein DMA1_{Homologous Gene Pair = YNL116W, DMA2, 0.53}_S0001157"
chr2,-,30831,03_TFO,03b_COF,TFIID-dominated,YBR236C,ABD1,691693,690383,690383,691693,1310,ST3881,691737,690232,690232,691737,1505,691966,691688,691688,691966,278,691827,691966,690132,690132,691966,Reb1_12467_Motif_1_chr2_691828_691828_-,Reb1,691828,Motif,-,.,.,Reb1_CX_chr2_691827_691828,.,Reb1_12467_Motif_1_chr2_691828_691828_-,,487,338,327,289,189,237,312,691688,nuc_chr2-691688,141.3598419,33.00206114,691966,nuc_chr2-691966,108.7077693,35.66458916,stable,H_H,187,H_YBR237W,31461,691924,+,H,Divergent,T_X,3412,H_YBR235W,42316,686820,+,H,Divergent,TATA_like,691794,691802,stable,ABD1_Methyltransferase_YBR236C|mRNA (guanine-N7)-methyltransferase_S0000440
chr15,-,30832,03_TFO,03a_TF,TFIID-dominated,YOR056C,NOB1,431626,430247,430247,431626,1379,ST6763,431708,430195,430195,431708,1513,431925,431680,431680,431925,245,431803,431925,430095,430095,431925,Nhp6a_CX_chr15_431829_431830,Nhp6a,431829,CX,.,.,.,.,Nhp6a_CX_chr15_431829_431830,.,,751,486,541,491,387,298,434,431680,nuc_chr15-431680,128.22181,36.13455275,431925,nuc_chr15-431925,73.34018292,36.43851655,stable,X_H,411,H_YOR057W,30684,432119,+,H,Divergent,T_X,191,H_YOR054C,31279,430004,-,H,Tandem,TATA_like,431748,431756,stable,NOB1_Protein involved in proteasomal and 40S ribosomal subunit biogenesis_YOR056C|YOR29-07|rRNA-binding endoribonuclease_S0005582
chr15,+,30833,03_TFO,03a_TF,TFIID-dominated,YOR104W,PIN2,517642,518490,517642,518490,848,ST3152,517456,518969,517456,518969,1513,517455,517684,517455,517684,229,517570,517455,519069,517455,519069,Fkh1_CX_chr15_517569_517570,Fkh1,517569,CX,.,.,.,Fkh1_CX_chr15_517569_517570,.,.,,471,378,345,283,401,168,209,517684,nuc_chr15-517684,117.8238162,35.41444683,517455,nuc_chr15-517455,102.2940793,34.80562206,stable,X_H,59,H_YOR103C,30436,517397,-,H,Divergent,T_X,71,H_YOR106W,40629,519040,+,H,Tandem,TATA_box,517376,517384,stable,PIN2_Exomer-dependent cargo protein_YOR104W_S0005630
chr12,-,30834,03_TFO,03a_TF,TFIID-dominated,YLR225C,,588918,587695,587695,588918,1223,ST6000,589027,587514,587514,589027,1513,589390,588934,588934,589390,456,589162,589390,587414,587414,589390,Tbf1_CX_chr12_589137_589138,Tbf1,589137,CX,.,.,.,Tbf1_CX_chr12_589137_589138,Vid22_CX_chr12_589179_589180,.,,1071,640,480,358,409,271,90,588934,nuc_chr12-588934,103.7546047,35.70007769,589390,nuc_chr12-589390,152.2798599,37.39407349,fragile,H_H,163,H_YLR226W,31169,589190,+,H,Divergent,T_X,1380,H_YLR224W,30894,586134,+,H,Divergent,TATA_box,589031,589039,fragile,"YLR225C_Putative protein of unknown function_YLR225C_{Homologous Gene Pair = YDR222W, YDR222W, 0.5}_S0004215"
chr7,+,30835,03_TFO,03b_COF,TFIID-dominated,YGR141W,VPS62,770569,771972,770569,771972,1403,ST1297,770533,772046,770533,772046,1513,770266,770563,770266,770563,297,770415,770266,772146,770266,772146,Reb1_12467_Motif_1_chr7_770423_770423_+,Reb1,770423,Motif,+,.,.,Reb1_CX_chr7_770422_770423,.,Reb1_12467_Motif_1_chr7_770423_770423_+,,550,360,431,335,239,256,245,770563,nuc_chr7-770563,97.10743164,35.70997001,770266,nuc_chr7-770266,119.2697631,35.62348383,fragile,X_H,191,T_YGR140W,42163,770342,+,T,Tandem,T_X,279,H_YGR142W,20423,772325,+,H,Tandem,TATA_like,770478,770486,fragile,"VPS62_Vacuolar protein sorting (VPS) protein_YGR141W_{Homologous Gene Pair = YPR157W, YPR157W, 0.57}_S0003373"
chr15,+,30836,03_TFO,03b_COF,TFIID-dominated,YOR117W,RPT5,545029,546333,545029,546333,1304,ST3162,544952,546465,544952,546465,1513,544753,545001,544753,545001,248,544877,544753,546565,544753,546565,Reb1_12467_Motif_1_chr15_544850_544850_-,Reb1,544850,Motif,-,.,.,Reb1_CX_chr15_544850_544851,.,Reb1_12467_Motif_1_chr15_544850_544850_-,,1352,793,946,840,476,397,586,545001,nuc_chr15-545001,126.3655528,41.101191,544753,nuc_chr15-544753,58.7738148,42.01660675,stable,X_H,539,H_YOR116C,31729,544413,-,H,Divergent,T_X,199,H_YOR118W,41744,546664,+,H,Tandem,TATA_like,544885,544893,stable,RPT5_ATPase of the 19S regulatory particle of the 26S proteasome_YOR117W|YTA1|proteasome regulatory particle base subunit RPT5_S0005643
chr6,-,30837,03_TFO,03b_COF,TFIID-dominated,YFL048C,EMP47,40180,38843,38843,40180,1337,ST4672,40213,38700,38700,40213,1513,40453,40151,40151,40453,302,40302,40453,38600,38600,40453,Abf1_15254_Motif_1_chr6_40313_40313_+,Abf1,40313,Motif,+,.,.,Abf1_CX_chr6_40313_40314,.,Abf1_15254_Motif_1_chr6_40313_40313_+,,526,338,260,211,209,218,206,40151,nuc_chr6-40151,138.3659402,38.22519777,40453,nuc_chr6-40453,127.2974737,29.71119216,stable,H_H,211,H_YFL047W,31261,40424,+,H,Divergent,T_X,2004,H_YFL049W,41784,36696,+,H,Divergent,TATA_like,40226,40234,stable,"EMP47_Integral membrane component of ER-derived COPII-coated vesicles_YFL048C_{Homologous Gene Pair = YLR080W, EMP46, 0.4}_S0001846"
chr6,-,30838,03_TFO,03b_COF,TFIID-dominated,YFR044C,DUG1,241437,239992,239992,241437,1445,ST4730,241474,239961,239961,241474,1513,241673,241416,241416,241673,257,241545,241673,239861,239861,241673,Abf1_NPB_chr6_241558_+,Abf1,241558,NPB,+,.,.,Abf1_NPB_chr6_241558_+,.,.,,529,378,379,372,209,264,199,241416,nuc_chr6-241416,141.9851048,33.86112467,241673,nuc_chr6-241673,141.1241246,35.20438704,stable,X_H,70,T_XUT_6R-108,110042,241544,-,T,Tandem,T_X,819,T_YFR042W,40332,239142,+,T,Divergent,TATA_like,241509,241517,stable,DUG1_Cys-Gly metallo-di-peptidase_YFR044C|metallodipeptidase_S0001940
chr2,-,30839,03_TFO,03a_TF,TFIID-dominated,YBL082C,ALG3,71127,69751,69751,71127,1376,imputed,71197,69681,69681,71197,1516,71607,71144,71144,71607,463,71376,71607,69581,69581,71607,Fkh1_CX_chr2_71244_71245,Fkh1,71244,CX,.,.,.,Fkh1_CX_chr2_71244_71245,.,.,,358,212,258,294,237,245,209,71144,nuc_chr2-71144,111.3502056,41.21971107,71607,nuc_chr2-71607,84.18207916,38.14253095,stable,X_H,366,H_YBL081W,41294,71563,+,H,Divergent,T_X,113,H_YBL084C,31402,69568,-,H,Tandem,TATA_like,71228,71236,stable,"ALG3_Dolichol-P-Man dependent alpha(1-3) mannosyltransferase_YBL082C|RHK1|dolichyl-P-Man:Man(5)GlcNAc(2)-PP-dolichol alpha-1,3-mannosyltransferase_S0000178"
chr2,+,30840,03_TFO,03a_TF,TFIID-dominated,YBR279W,PAF1,761257,762594,761257,762594,1337,ST0260,761219,762740,761219,762740,1521,760854,761278,760854,761278,424,761066,760854,762840,760854,762840,Tbf1_14155_Motif_1_chr2_760975_760975_+,Tbf1,760975,Motif,+,.,.,Tbf1_CX_chr2_760982_760983,Vid22_CX_chr2_760974_760975,Tbf1_14155_Motif_1_chr2_760975_760975_+,,642,414,425,349,262,233,309,761278,nuc_chr2-761278,118.8365374,43.31228523,760854,nuc_chr2-760854,88.50950947,35.67981385,fragile,X_H,151,T_YBR278W,40423,761068,+,T,Tandem,T_X,1980,H_YBR280C,41805,764720,-,H,Divergent,TATA_like,761178,761186,fragile,PAF1_Component of the Paf1p complex involved in transcription elongation_YBR279W_S0000483
chr7,-,30841,03_TFO,03a_TF,TFIID-dominated,YGR159C,NSR1,807656,806412,806412,807656,1244,ST4983,807794,806273,806273,807794,1521,808077,807696,807696,808077,381,807887,808077,806173,806173,808077,Rap1_15258_Motif_1_chr7_807930_807930_+,Rap1,807930,Motif,+,.,.,Rap1_CX_chr7_807929_807930,.,Rap1_15258_Motif_1_chr7_807930_807930_+,,3649,2743,2789,2105,1864,948,959,807696,nuc_chr7-807696,171.4181623,33.83468127,808077,nuc_chr7-808077,174.3207295,35.4256489,fragile,X_H,679,T_YGR161C,40712,808473,-,T,Tandem,T_X,183,H_YGR158C,40704,806090,-,H,Tandem,TATA_like,807804,807812,fragile,NSR1_Nucleolar protein that binds nuclear localization sequences_YGR159C|SHE5_S0003391
chr15,-,30842,03_TFO,03b_COF,SAGA-dominated,YOL016C,CMK2,296120,294777,294777,296120,1343,ST6712,296213,294692,294692,296213,1521,296459,296176,296176,296459,283,296318,296459,294592,294592,296459,Rsc3_11848_Motif_2_chr15_296330_296330_+,Rsc3,296330,Motif,+,.,.,Rsc3_CX_chr15_296319_296320,.,Rsc3_11848_Motif_2_chr15_296330_296330_+,,392,252,348,344,253,260,228,296176,nuc_chr15-296176,182.0239346,40.09818231,296459,nuc_chr15-296459,151.2178524,37.96618859,stable,H_H,211,H_YOL015W,31350,296424,+,H,Divergent,T_X,2252,H_YOL017W,31309,292440,+,H,Divergent,TATA_like,296221,296229,stable,"CMK2_Calmodulin-dependent protein kinase_YOL016C|calmodulin-dependent protein kinase CMK2_{Homologous Gene Pair = YFR014C, CMK1, 0.53}_S0005376"
chr4,+,30843,03_TFO,03b_COF,TFIID-dominated,YDR312W,SSF2,1087581,1088942,1087581,1088942,1361,ST0659,1087543,1089064,1087543,1089064,1521,1087312,1087574,1087312,1087574,262,1087443,1087312,1089164,1087312,1089164,Abf1_15254_Motif_1_chr4_1087425_1087425_-,Abf1,1087425,Motif,-,.,.,Abf1_CX_chr4_1087424_1087425,.,Abf1_15254_Motif_1_chr4_1087425_1087425_-,,453,338,420,355,223,176,248,1087574,nuc_chr4-1087574,184.0649089,28.1885445,1087312,nuc_chr4-1087312,90.23511873,36.51208614,stable,X_H,455,T_YDR311W,31194,1087088,+,T,Tandem,T_T,99,T_YDR313C,20222,1089163,-,T,Divergent,TATA_like,1087475,1087483,stable,"SSF2_Protein required for ribosomal large subunit maturation_YDR312W|rRNA-binding ribosome biosynthesis protein_{Homologous Gene Pair = YHR066W, SSF1, 0.94}_S0002720"
chr7,+,30844,03_TFO,03b_COF,TFIID-dominated,YGR252W,GCN5,996869,998188,996869,998188,1319,ST1368,996820,998341,996820,998341,1521,996570,996869,996570,996869,299,996720,996570,998441,996570,998441,Abf1_15254_Motif_1_chr7_996724_996724_-,Abf1,996724,Motif,-,.,.,Abf1_CX_chr7_996723_996724,.,Abf1_15254_Motif_1_chr7_996724_996724_-,,563,432,405,384,281,248,312,996869,nuc_chr7-996869,82.92630619,31.8798982,996570,nuc_chr7-996570,120.1996098,42.09565774,stable,X_H,63,T_YGR251W,40857,996757,+,T,Tandem,T_X,860,H_YGR253C,30339,999201,-,H,Divergent,TATA_like,996785,996793,stable,GCN5_Catalytic subunit of ADA and SAGA histone acetyltransferase complexes_YGR252W|ADA4|SWI9|AAS104|KAT2|histone acetyltransferase GCN5_S0003484
chr16,-,30845,03_TFO,03b_COF,TFIID-dominated,YPL146C,NOP53,277529,276162,276162,277529,1367,ST7053,277582,276061,276061,277582,1521,277829,277517,277517,277829,312,277673,277829,275961,275961,277829,Abf1_15254_Motif_1_chr16_277702_277702_+,Abf1,277702,Motif,+,.,.,Abf1_CX_chr16_277702_277703,.,Abf1_15254_Motif_1_chr16_277702_277702_+,,826,631,608,534,409,294,344,277517,nuc_chr16-277517,154.6607041,31.01261417,277829,nuc_chr16-277829,126.2992731,31.5288951,fragile,X_H,303,T_YPL145C,20715,277885,-,T,Tandem,T_X,211,T_YPL147W,50236,275850,+,T,Divergent,TATA_like,277621,277629,fragile,NOP53_Nucleolar protein_YPL146C_S0006067
chr8,+,30846,03_TFO,03b_COF,TFIID-dominated,YHR146W,CRP1,390300,391697,390300,391697,1397,ST1514,390270,391791,390270,391791,1521,389970,390322,389970,390322,352,390146,389970,391891,389970,391891,Reb1_impute_chr8_390132_+,Reb1,390132,impute,+,.,.,Reb1_impute_chr8_390132_+,.,.,,642,423,472,338,167,222,296,390322,nuc_chr8-390322,114.4933988,36.61101199,389970,nuc_chr8-389970,137.2886219,29.48260153,fragile,X_H,425,H_YHRCdelta11,140056,389845,-,H,Divergent,T_X,424,H_ACS_8_392251_-,160206,392215,-,H,Divergent,TATA_like,390192,390200,fragile,"CRP1_Protein that binds to cruciform DNA structures_YHR146W_{Homologous Gene Pair = YNL173C, MDG1, 0.26}_S0001189"
chr5,+,30847,03_TFO,03a_TF,TFIID-dominated,YEL017W,GTT3,123657,124670,123657,124670,1013,ST0840,123192,124721,123192,124721,1529,122981,123287,122981,123287,306,123134,122981,124821,122981,124821,Tbf1_CX_chr5_123280_123281,Tbf1,123280,CX,.,.,.,Tbf1_CX_chr5_123280_123281,.,.,,1343,685,639,566,1005,367,293,123287,nuc_chr5-123287,87.22592654,41.69338723,122981,nuc_chr5-122981,132.6083277,33.84771232,fragile,H_H,155,H_YEL017C-A,30195,123037,-,H,Divergent,T_X,1692,H_YEL016C,31028,126413,-,H,Divergent,TATA_like,123591,123599,fragile,GTT3_Protein of unknown function may be involved in glutathione metabolism_YEL017W_S0000743
chr7,-,30848,03_TFO,03a_TF,TFIID-dominated,YGR223C,HSV2,942215,940869,940869,942215,1346,ST5029,942348,940819,940819,942348,1529,942450,942218,942218,942450,232,942334,942450,940719,940719,942450,Cbf1_10352_Motif_1_chr7_942366_942366_+,Cbf1,942366,Motif,+,.,.,Cbf1_CX_chr7_942365_942366,.,Cbf1_10352_Motif_1_chr7_942366_942366_+,,335,266,284,303,203,164,193,942218,nuc_chr7-942218,98.6255786,37.7224949,942450,nuc_chr7-942450,66.18368115,38.0282637,stable,X_H,265,T_XUT_7R-433,110401,942613,-,T,Tandem,T_X,892,H_YGR222W,30361,939927,+,H,Divergent,TATA_like,942326,942334,stable,"HSV2_Phosphatidylinositol 3,5-bisphosphate-binding protein_YGR223C_S0003455"
chr11,-,30849,03_TFO,03a_TF,TFIID-dominated,YKL082C,RRP14,282329,281025,281025,282329,1304,ST5706,282411,280882,280882,282411,1529,282601,282342,282342,282601,259,282472,282601,280782,280782,282601,Rap1_15258_Motif_1_chr11_282505_282505_-,Rap1,282505,Motif,-,.,.,Rap1_CX_chr11_282505_282506,.,Rap1_15258_Motif_1_chr11_282505_282505_-,,1174,811,822,621,554,436,460,282342,nuc_chr11-282342,87.24587888,37.84287734,282601,nuc_chr11-282601,92.95872201,29.37033329,stable,X_H,419,H_YKL081W,31072,282830,+,H,Divergent,T_X,507,T_YKL085W,20403,280375,+,T,Divergent,TATA_like,282425,282433,stable,"RRP14_Essential protein, constituent of 66S pre-ribosomal particles_YKL082C|ribosome biosynthesis protein RRP14_S0001565"
chr13,-,30850,03_TFO,03a_TF,TFIID-dominated,YMR062C,ARG7,396379,395054,395054,396379,1325,ST6244,396470,394941,394941,396470,1529,396664,396422,396422,396664,242,396543,396664,394841,394841,396664,Abf1_15254_Motif_1_chr13_396584_396584_+,Abf1,396584,Motif,+,.,.,Gcn4_CX_chr13_396527_396528,.,Abf1_15254_Motif_1_chr13_396584_396584_+,,293,167,206,237,259,218,219,396422,nuc_chr13-396422,133.2382355,36.01950422,396664,nuc_chr13-396664,91.08089181,37.30124797,stable,X_H,384,H_CUT769,90193,396854,-,H,Tandem,T_T,51,T_YMR061W,31249,394890,+,T,Divergent,TATA_box,396478,396486,stable,ARG7_Mitochondrial ornithine acetyltransferase_YMR062C|ECM40|glutamate N-acetyltransferase_S0004666
